dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
APTOS,no_mask,123,hold_out,0,Bright,16,1.0,0.2,,0.06574394926428795,0.06947706639766693,0.008959678933024406
APTOS,no_mask,123,hold_out,0,Dark,96,0.9583333333333334,0.19574468085106383,0.0,0.0634258979310592,0.18154166638851166,0.07176095992326736
APTOS,no_mask,123,hold_out,0,ExtremelyDark,55,0.9818181818181818,0.1981651376146789,0.0,0.09347882921045475,0.16893336176872253,0.0659085363149643
APTOS,no_mask,123,hold_out,0,Normal,166,0.9939759036144579,0.19939577039274925,0.0,0.10398034733462047,0.14268134534358978,0.042690571397542953
APTOS,no_mask,123,hold_out,0,VeryDark,27,0.9629629629629629,0.19622641509433963,0.0,0.1282765887401722,0.18578322231769562,0.07548975944519043
APTOS,no_mask,123,hold_out,1,Bright,4,0.25,0.08,0.0,0.5760134756565094,1.736800193786621,0.9743268489837646
APTOS,no_mask,123,hold_out,1,Dark,36,0.6666666666666666,0.16,0.0,0.12470326821009317,0.7761423587799072,0.4288195073604584
APTOS,no_mask,123,hold_out,1,ExtremelyDark,5,0.0,0.0,0.0,0.6056544959545136,1.5567958354949951,0.942701518535614
APTOS,no_mask,123,hold_out,1,Normal,18,0.4444444444444444,0.12307692307692308,0.0,0.3428162104553646,1.3115060329437256,0.747182309627533
APTOS,no_mask,123,hold_out,1,VeryDark,11,0.7272727272727273,0.16842105263157894,0.0,0.35962089625271887,0.6947831511497498,0.395236611366272
APTOS,no_mask,123,hold_out,2,Bright,17,1.0,0.2,,0.20915103484602535,0.2529294788837433,0.09864089637994766
APTOS,no_mask,123,hold_out,2,Dark,78,0.782051282051282,0.17553956834532375,0.0,0.11148391320155218,0.6867531538009644,0.3596446216106415
APTOS,no_mask,123,hold_out,2,ExtremelyDark,23,0.9565217391304348,0.19555555555555554,0.0,0.2573081889878148,0.38907191157341003,0.16908743977546692
APTOS,no_mask,123,hold_out,2,Normal,54,0.8333333333333334,0.18181818181818182,0.0,0.19793747310285212,0.5763272047042847,0.2827824056148529
APTOS,no_mask,123,hold_out,2,VeryDark,26,0.6923076923076923,0.16363636363636364,0.0,0.15427019045903134,0.7978447675704956,0.4623565673828125
APTOS,no_mask,123,hold_out,3,Bright,2,0.0,0.0,0.0,0.8357925117015839,3.454219341278076,1.5151164531707764
APTOS,no_mask,123,hold_out,3,Dark,14,0.5,0.13333333333333333,0.0,0.41129432405744276,1.577988624572754,0.7869871854782104
APTOS,no_mask,123,hold_out,3,ExtremelyDark,6,0.16666666666666666,0.05714285714285714,0.0,0.5279738654692968,1.657759666442871,0.9255885481834412
APTOS,no_mask,123,hold_out,3,Normal,9,0.4444444444444444,0.12307692307692308,0.0,0.2828085952334934,1.6212921142578125,0.8025263547897339
APTOS,no_mask,123,hold_out,3,VeryDark,8,0.625,0.15384615384615385,0.0,0.3517930395901203,1.13166081905365,0.6563670635223389
APTOS,no_mask,123,hold_out,4,Bright,2,0.5,0.13333333333333333,0.0,0.5333945751190186,0.9735413193702698,0.6256290674209595
APTOS,no_mask,123,hold_out,4,Dark,25,0.28,0.0875,0.0,0.43010304689407347,1.7150390148162842,0.9334834218025208
APTOS,no_mask,123,hold_out,4,ExtremelyDark,7,0.2857142857142857,0.08888888888888888,0.0,0.5324367199625287,2.201636552810669,0.9967650175094604
APTOS,no_mask,123,hold_out,4,Normal,14,0.21428571428571427,0.07058823529411765,0.0,0.42207757915769306,1.9249085187911987,0.9810275435447693
APTOS,no_mask,123,hold_out,4,VeryDark,10,0.6,0.15,0.0,0.27881405353546146,1.193161964416504,0.6051249504089355
