source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
APTOS,MESSIDOR2,hard_mask,123,0,Bright,117,1.0,0.2,1.0,1.0,,1.0,0.10267517862156925,0.11308487504720688,0.024806281551718712
APTOS,MESSIDOR2,hard_mask,123,0,Dark,421,1.0,0.2,1.0,1.0,,1.0,0.12393829700782577,0.13886801898479462,0.0344216413795948
APTOS,MESSIDOR2,hard_mask,123,0,ExtremelyDark,84,1.0,0.2,1.0,1.0,,1.0,0.08922345155761355,0.09615448862314224,0.017110249027609825
APTOS,MESSIDOR2,hard_mask,123,0,Normal,171,1.0,0.2,1.0,1.0,,1.0,0.10369105192652919,0.11500825732946396,0.025932256132364273
APTOS,MESSIDOR2,hard_mask,123,0,VeryBright,4,1.0,0.2,1.0,1.0,,1.0,0.09009300172328949,0.09759390354156494,0.02061004564166069
APTOS,MESSIDOR2,hard_mask,123,0,VeryDark,220,0.990909090909091,0.19908675799086756,0.9954337899543378,0.990909090909091,0.0,0.9954545454545455,0.11070680279623377,0.13054320216178894,0.034934476017951965
APTOS,MESSIDOR2,hard_mask,123,1,Bright,76,0.0,0.0,0.0,0.0,0.0,0.6447368421052632,0.8743924200534821,3.206228256225586,1.6749500036239624
APTOS,MESSIDOR2,hard_mask,123,1,Dark,86,0.0,0.0,0.0,0.0,0.0,0.5465116279069767,0.8664177358150482,3.208042860031128,1.6516621112823486
APTOS,MESSIDOR2,hard_mask,123,1,ExtremelyDark,6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9060253699620565,3.3276538848876953,1.740775465965271
APTOS,MESSIDOR2,hard_mask,123,1,Normal,70,0.0,0.0,0.0,0.0,0.0,0.5,0.8477484498705182,3.1802620887756348,1.614967703819275
APTOS,MESSIDOR2,hard_mask,123,1,VeryBright,6,0.0,0.0,0.0,0.0,0.0,0.5,0.8883864184220631,3.2990305423736572,1.7113990783691406
APTOS,MESSIDOR2,hard_mask,123,1,VeryDark,26,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.8452170009796436,3.013036012649536,1.5894001722335815
APTOS,MESSIDOR2,hard_mask,123,2,Bright,87,0.04597701149425287,0.017582417582417582,0.08791208791208792,0.04597701149425287,0.0,0.3563218390804598,0.7622754162755506,3.3080687522888184,1.5089367628097534
APTOS,MESSIDOR2,hard_mask,123,2,Dark,109,0.01834862385321101,0.007207207207207207,0.036036036036036036,0.01834862385321101,0.0,0.1651376146788991,0.7926857092785179,3.90924334526062,1.5807666778564453
APTOS,MESSIDOR2,hard_mask,123,2,ExtremelyDark,9,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7416423625416226,3.7307162284851074,1.51869797706604
APTOS,MESSIDOR2,hard_mask,123,2,Normal,106,0.04716981132075472,0.018018018018018018,0.09009009009009009,0.04716981132075472,0.0,0.20754716981132076,0.7331979352067101,3.8429324626922607,1.5260251760482788
APTOS,MESSIDOR2,hard_mask,123,2,VeryBright,2,0.0,0.0,0.0,0.0,0.0,0.5,0.6740263104438782,2.4264698028564453,1.3084511756896973
APTOS,MESSIDOR2,hard_mask,123,2,VeryDark,34,0.0,0.0,0.0,0.0,0.0,0.0,0.8458898260312923,4.5138468742370605,1.6992464065551758
APTOS,MESSIDOR2,hard_mask,123,3,Bright,23,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.6130204783833545,2.7629222869873047,1.28544020652771
APTOS,MESSIDOR2,hard_mask,123,3,Dark,20,0.15,0.05217391304347826,0.2608695652173913,0.15,0.0,0.55,0.4757268458604813,2.064039707183838,1.0668928623199463
APTOS,MESSIDOR2,hard_mask,123,3,ExtremelyDark,2,0.0,0.0,0.0,0.0,0.0,1.0,0.7263695597648621,2.085836410522461,1.2126412391662598
APTOS,MESSIDOR2,hard_mask,123,3,Normal,25,0.16,0.05517241379310345,0.27586206896551724,0.16,0.0,0.4,0.5473478901386262,2.298929452896118,1.1752233505249023
APTOS,MESSIDOR2,hard_mask,123,3,VeryBright,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3440379798412323,2.2056832313537598,1.0614917278289795
APTOS,MESSIDOR2,hard_mask,123,3,VeryDark,4,0.25,0.08,0.4,0.25,0.0,0.5,0.53362987190485,1.677382230758667,0.9042859673500061
APTOS,MESSIDOR2,hard_mask,123,4,Bright,3,0.6666666666666666,0.16,0.8000000000000002,0.6666666666666666,0.0,0.6666666666666666,0.5958584646383921,1.7344293594360352,0.8124968409538269
APTOS,MESSIDOR2,hard_mask,123,4,Dark,14,0.14285714285714285,0.05,0.25,0.14285714285714285,0.0,0.5714285714285714,0.5890166355030877,2.270780324935913,1.1575028896331787
APTOS,MESSIDOR2,hard_mask,123,4,ExtremelyDark,5,0.0,0.0,0.0,0.0,0.0,0.4,0.7899047613143921,3.834028959274292,1.5812740325927734
APTOS,MESSIDOR2,hard_mask,123,4,Normal,8,0.0,0.0,0.0,0.0,0.0,0.375,0.6573787778615952,2.6840546131134033,1.2825281620025635
APTOS,MESSIDOR2,hard_mask,123,4,VeryDark,5,0.0,0.0,0.0,0.0,0.0,0.6,0.768132781982422,2.7811007499694824,1.4357614517211914
