dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
APTOS,fixed_feather,2024,hold_out,0,Bright,16,1.0,0.2,,0.022748470306396484,0.023101240396499634,0.0009758587693795562
APTOS,fixed_feather,2024,hold_out,0,Dark,96,0.9583333333333334,0.19574468085106383,0.0,0.059574405973156296,0.15868306159973145,0.06798725575208664
APTOS,fixed_feather,2024,hold_out,0,ExtremelyDark,55,0.9636363636363636,0.1962962962962963,0.0,0.09979612718928943,0.1659410297870636,0.06977064907550812
APTOS,fixed_feather,2024,hold_out,0,Normal,166,0.9939759036144579,0.19939577039274925,0.0,0.04714495087244425,0.07350210100412369,0.018202612176537514
APTOS,fixed_feather,2024,hold_out,0,VeryDark,27,0.9629629629629629,0.19622641509433963,0.0,0.08772434018276354,0.12454268336296082,0.047830160707235336
APTOS,fixed_feather,2024,hold_out,1,Bright,4,0.5,0.13333333333333333,0.0,0.4713375046849251,1.5199604034423828,0.85654217004776
APTOS,fixed_feather,2024,hold_out,1,Dark,36,0.5277777777777778,0.13818181818181818,0.0,0.21840300245417488,0.9449330568313599,0.5533736944198608
APTOS,fixed_feather,2024,hold_out,1,ExtremelyDark,5,0.2,0.06666666666666667,0.0,0.6694380939006805,2.0381176471710205,1.075690746307373
APTOS,fixed_feather,2024,hold_out,1,Normal,18,0.5,0.13333333333333333,0.0,0.260274867216746,1.260913610458374,0.7086669206619263
APTOS,fixed_feather,2024,hold_out,1,VeryDark,11,0.5454545454545454,0.1411764705882353,0.0,0.25196099281311035,0.9547623991966248,0.5569231510162354
APTOS,fixed_feather,2024,hold_out,2,Bright,17,1.0,0.2,,0.15986581409678743,0.18738320469856262,0.06532206386327744
APTOS,fixed_feather,2024,hold_out,2,Dark,78,0.7435897435897436,0.17058823529411765,0.0,0.091477292852524,0.6553077697753906,0.3562447726726532
APTOS,fixed_feather,2024,hold_out,2,ExtremelyDark,23,1.0,0.2,,0.24554124863251395,0.3097451329231262,0.13264313340187073
APTOS,fixed_feather,2024,hold_out,2,Normal,54,0.8518518518518519,0.184,0.0,0.14263943279231034,0.5121647119522095,0.25596296787261963
APTOS,fixed_feather,2024,hold_out,2,VeryDark,26,0.8076923076923077,0.17872340425531913,0.0,0.23777951644017148,0.6238492131233215,0.32779785990715027
APTOS,fixed_feather,2024,hold_out,3,Bright,2,0.0,0.0,0.0,0.8723330795764923,3.1621761322021484,1.6444382667541504
APTOS,fixed_feather,2024,hold_out,3,Dark,14,0.42857142857142855,0.12,0.0,0.4345566800662449,1.626656413078308,0.8289722204208374
APTOS,fixed_feather,2024,hold_out,3,ExtremelyDark,6,0.0,0.0,0.0,0.7740858991940816,2.999249219894409,1.531111717224121
APTOS,fixed_feather,2024,hold_out,3,Normal,9,0.1111111111111111,0.04,0.0,0.6469041109085084,2.6302859783172607,1.3377894163131714
APTOS,fixed_feather,2024,hold_out,3,VeryDark,8,0.5,0.13333333333333333,0.0,0.428051196038723,1.1356573104858398,0.6298377513885498
APTOS,fixed_feather,2024,hold_out,4,Bright,2,0.5,0.13333333333333333,0.0,0.5572280436754227,0.9684474468231201,0.624237060546875
APTOS,fixed_feather,2024,hold_out,4,Dark,25,0.48,0.12972972972972974,0.0,0.33670570015907286,1.2749581336975098,0.7071021795272827
APTOS,fixed_feather,2024,hold_out,4,ExtremelyDark,7,0.2857142857142857,0.08888888888888888,0.0,0.37868592568806236,2.118267297744751,1.0020838975906372
APTOS,fixed_feather,2024,hold_out,4,Normal,14,0.42857142857142855,0.12,0.0,0.2921688109636307,1.2797987461090088,0.7213624119758606
APTOS,fixed_feather,2024,hold_out,4,VeryDark,10,0.7,0.16470588235294117,0.0,0.35070487856864935,1.082808017730713,0.5386565923690796
