dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
APTOS,no_mask,2024,hold_out,0,Bright,16,1.0,0.2,,0.04598933458328247,0.04752160608768463,0.0041473861783742905
APTOS,no_mask,2024,hold_out,0,Dark,96,0.9583333333333334,0.19574468085106383,0.0,0.07932194322347641,0.17802707850933075,0.065531887114048
APTOS,no_mask,2024,hold_out,0,ExtremelyDark,55,0.9818181818181818,0.1981651376146789,0.0,0.10670724565332584,0.1494448035955429,0.052810486406087875
APTOS,no_mask,2024,hold_out,0,Normal,166,0.9939759036144579,0.19939577039274925,0.0,0.07318228429340454,0.1039944514632225,0.02772723138332367
APTOS,no_mask,2024,hold_out,0,VeryDark,27,0.9629629629629629,0.19622641509433963,0.0,0.11026709499182523,0.15450775623321533,0.056458164006471634
APTOS,no_mask,2024,hold_out,1,Bright,4,0.25,0.08,0.0,0.675585612654686,2.206266164779663,1.1692579984664917
APTOS,no_mask,2024,hold_out,1,Dark,36,0.5833333333333334,0.14736842105263157,0.0,0.2211613679925601,0.9323180317878723,0.5492967367172241
APTOS,no_mask,2024,hold_out,1,ExtremelyDark,5,0.2,0.06666666666666667,0.0,0.3999935984611511,1.4035532474517822,0.8674696087837219
APTOS,no_mask,2024,hold_out,1,Normal,18,0.3333333333333333,0.1,0.0,0.42350391546885174,1.3141061067581177,0.7927141785621643
APTOS,no_mask,2024,hold_out,1,VeryDark,11,0.7272727272727273,0.16842105263157894,0.0,0.2803451310504567,0.7931201457977295,0.4387328326702118
APTOS,no_mask,2024,hold_out,2,Bright,17,1.0,0.2,,0.19043853528359359,0.22457334399223328,0.0820765495300293
APTOS,no_mask,2024,hold_out,2,Dark,78,0.7948717948717948,0.17714285714285713,0.0,0.14474280178546906,0.5824351906776428,0.3051649332046509
APTOS,no_mask,2024,hold_out,2,ExtremelyDark,23,0.9565217391304348,0.19555555555555554,0.0,0.3193078624165576,0.4183315336704254,0.19165535271167755
APTOS,no_mask,2024,hold_out,2,Normal,54,0.8888888888888888,0.18823529411764706,0.0,0.21680022665747886,0.5128665566444397,0.2512598931789398
APTOS,no_mask,2024,hold_out,2,VeryDark,26,0.7692307692307693,0.17391304347826086,0.0,0.2631171815670453,0.6502122282981873,0.34315770864486694
APTOS,no_mask,2024,hold_out,3,Bright,2,0.0,0.0,0.0,0.8761533498764038,3.1378893852233887,1.6533398628234863
APTOS,no_mask,2024,hold_out,3,Dark,14,0.5,0.13333333333333333,0.0,0.3124589260135378,1.6526817083358765,0.7850160002708435
APTOS,no_mask,2024,hold_out,3,ExtremelyDark,6,0.0,0.0,0.0,0.524070218205452,2.033888578414917,1.0806599855422974
APTOS,no_mask,2024,hold_out,3,Normal,9,0.3333333333333333,0.1,0.0,0.4010137087768978,1.6147152185440063,0.8417702317237854
APTOS,no_mask,2024,hold_out,3,VeryDark,8,0.375,0.10909090909090909,0.0,0.39246611669659615,1.5211594104766846,0.8393948078155518
APTOS,no_mask,2024,hold_out,4,Bright,2,0.5,0.13333333333333333,0.0,0.4227270781993866,0.7419366240501404,0.4798969030380249
APTOS,no_mask,2024,hold_out,4,Dark,25,0.36,0.10588235294117647,0.0,0.3744132697582245,1.5215224027633667,0.8229267597198486
APTOS,no_mask,2024,hold_out,4,ExtremelyDark,7,0.14285714285714285,0.05,0.0,0.4832997236933027,1.9849374294281006,0.9340681433677673
APTOS,no_mask,2024,hold_out,4,Normal,14,0.35714285714285715,0.10526315789473684,0.0,0.3079243174621037,1.6330596208572388,0.904240071773529
APTOS,no_mask,2024,hold_out,4,VeryDark,10,0.7,0.16470588235294117,0.0,0.2618479877710343,0.7727585434913635,0.4009224474430084
