dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
EYEPACS,no_mask,123,hold_out,0,Bright,472,0.461864406779661,0.12637681159420291,0.0,0.057341994307303835,1.101967692375183,0.6245504021644592
EYEPACS,no_mask,123,hold_out,0,Dark,421,0.49643705463182897,0.1326984126984127,0.0,0.040076516798726154,1.071556568145752,0.6035960912704468
EYEPACS,no_mask,123,hold_out,0,ExtremelyDark,332,0.5271084337349398,0.1380670611439842,0.0,0.06230185791311494,1.0205885171890259,0.580282986164093
EYEPACS,no_mask,123,hold_out,0,Normal,381,0.4409448818897638,0.12240437158469945,0.0,0.04990473135406264,1.0864946842193604,0.6154996156692505
EYEPACS,no_mask,123,hold_out,0,VeryBright,205,0.44878048780487806,0.1239057239057239,0.0,0.06814663700941133,1.1011228561401367,0.629030168056488
EYEPACS,no_mask,123,hold_out,0,VeryDark,246,0.5691056910569106,0.1450777202072539,0.0,0.09748372508258354,0.9810959100723267,0.55696702003479
EYEPACS,no_mask,123,hold_out,1,Bright,156,0.391025641025641,0.11244239631336406,0.0,0.09299062450344746,1.1822407245635986,0.6713422536849976
EYEPACS,no_mask,123,hold_out,1,Dark,139,0.4244604316546763,0.11919191919191918,0.0,0.14500387977781912,1.09554922580719,0.61924809217453
EYEPACS,no_mask,123,hold_out,1,ExtremelyDark,119,0.42857142857142855,0.12,0.0,0.10703499965807971,1.1348042488098145,0.6535975933074951
EYEPACS,no_mask,123,hold_out,1,Normal,131,0.48854961832061067,0.13128205128205128,0.0,0.08805294118764745,1.1068120002746582,0.6277415156364441
EYEPACS,no_mask,123,hold_out,1,VeryBright,75,0.41333333333333333,0.1169811320754717,0.0,0.14692655165990195,1.1144315004348755,0.63787442445755
EYEPACS,no_mask,123,hold_out,1,VeryDark,78,0.23076923076923078,0.075,0.0,0.22810019399875248,1.2160900831222534,0.7178500890731812
EYEPACS,no_mask,123,hold_out,2,Bright,284,0.3908450704225352,0.11240506329113924,0.0,0.10050386300599073,1.3328087329864502,0.727444589138031
EYEPACS,no_mask,123,hold_out,2,Dark,233,0.3905579399141631,0.11234567901234568,0.0,0.1346343482001145,1.383731722831726,0.7492619752883911
EYEPACS,no_mask,123,hold_out,2,ExtremelyDark,214,0.3177570093457944,0.09645390070921986,0.0,0.13113908274708505,1.3888908624649048,0.760517954826355
EYEPACS,no_mask,123,hold_out,2,Normal,238,0.35294117647058826,0.10434782608695652,0.0,0.13332121938216587,1.3931958675384521,0.7563124299049377
EYEPACS,no_mask,123,hold_out,2,VeryBright,114,0.2982456140350877,0.0918918918918919,0.0,0.13790088447562435,1.4152612686157227,0.7651565074920654
EYEPACS,no_mask,123,hold_out,2,VeryDark,139,0.41007194244604317,0.11632653061224489,0.0,0.20538048789226748,1.4131792783737183,0.7676058411598206
EYEPACS,no_mask,123,hold_out,3,Bright,130,0.5461538461538461,0.14129353233830846,0.0,0.09207637367340235,1.2670482397079468,0.6133127808570862
EYEPACS,no_mask,123,hold_out,3,Dark,98,0.46938775510204084,0.12777777777777777,0.0,0.1504561495111913,1.2760255336761475,0.6478458642959595
EYEPACS,no_mask,123,hold_out,3,ExtremelyDark,84,0.5238095238095238,0.1375,0.0,0.14641759597829407,1.201234221458435,0.6099615693092346
EYEPACS,no_mask,123,hold_out,3,Normal,115,0.5478260869565217,0.14157303370786517,0.0,0.12908219695091247,1.1342042684555054,0.5716488361358643
EYEPACS,no_mask,123,hold_out,3,VeryBright,37,0.5945945945945946,0.14915254237288136,0.0,0.1576057986633198,1.0714223384857178,0.5374521017074585
EYEPACS,no_mask,123,hold_out,3,VeryDark,67,0.4626865671641791,0.12653061224489798,0.0,0.1168260899052691,1.2104156017303467,0.6465657353401184
EYEPACS,no_mask,123,hold_out,4,Bright,111,0.5945945945945946,0.14915254237288136,0.0,0.1037955528443998,0.9765170216560364,0.4806319773197174
EYEPACS,no_mask,123,hold_out,4,Dark,127,0.6771653543307087,0.16150234741784036,0.0,0.09392765885966968,0.8638260960578918,0.4305974841117859
EYEPACS,no_mask,123,hold_out,4,ExtremelyDark,80,0.6625,0.15939849624060148,0.0,0.15450206678360703,0.9596298933029175,0.44100961089134216
EYEPACS,no_mask,123,hold_out,4,Normal,111,0.7207207207207207,0.16753926701570682,0.0,0.0982504893799086,0.72622150182724,0.3570798635482788
EYEPACS,no_mask,123,hold_out,4,VeryBright,33,0.48484848484848486,0.13061224489795917,0.0,0.14988438649611038,1.1513808965682983,0.5773243308067322
EYEPACS,no_mask,123,hold_out,4,VeryDark,61,0.6885245901639344,0.16310679611650486,0.0,0.13614387590377058,0.8631802797317505,0.41747769713401794
