source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
APTOS,MESSIDOR2,fixed_feather,42,0,Bright,117,1.0,0.2,1.0,1.0,,1.0,0.05392425590091282,0.05648718774318695,0.0065624406561255455
APTOS,MESSIDOR2,fixed_feather,42,0,Dark,421,1.0,0.2,1.0,1.0,,1.0,0.11767460657128812,0.1312568038702011,0.03184361010789871
APTOS,MESSIDOR2,fixed_feather,42,0,ExtremelyDark,84,1.0,0.2,1.0,1.0,,1.0,0.11736924662476494,0.1307835429906845,0.03221777081489563
APTOS,MESSIDOR2,fixed_feather,42,0,Normal,171,1.0,0.2,1.0,1.0,,1.0,0.08227559836984377,0.08959242701530457,0.01746242493391037
APTOS,MESSIDOR2,fixed_feather,42,0,VeryBright,4,1.0,0.2,1.0,1.0,,1.0,0.02983832359313965,0.030510270968079567,0.0018636874156072736
APTOS,MESSIDOR2,fixed_feather,42,0,VeryDark,220,1.0,0.2,1.0,1.0,,1.0,0.14135514145547692,0.16472157835960388,0.04986259341239929
APTOS,MESSIDOR2,fixed_feather,42,1,Bright,76,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.923267546452974,3.583552598953247,1.7885421514511108
APTOS,MESSIDOR2,fixed_feather,42,1,Dark,86,0.0,0.0,0.0,0.0,0.0,0.6162790697674418,0.863843515861866,3.058582067489624,1.636236310005188
APTOS,MESSIDOR2,fixed_feather,42,1,ExtremelyDark,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8285703261693318,3.0344693660736084,1.5974758863449097
APTOS,MESSIDOR2,fixed_feather,42,1,Normal,70,0.0,0.0,0.0,0.0,0.0,0.5857142857142857,0.8948788472584317,3.4177751541137695,1.7211971282958984
APTOS,MESSIDOR2,fixed_feather,42,1,VeryBright,6,0.0,0.0,0.0,0.0,0.0,0.5,0.9408835570017496,3.9073009490966797,1.844703197479248
APTOS,MESSIDOR2,fixed_feather,42,1,VeryDark,26,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8463897063181951,2.859693765640259,1.5646439790725708
APTOS,MESSIDOR2,fixed_feather,42,2,Bright,87,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.8809501508186603,4.394148349761963,1.7451475858688354
APTOS,MESSIDOR2,fixed_feather,42,2,Dark,109,0.009174311926605505,0.0036363636363636364,0.01818181818181818,0.009174311926605505,0.0,0.027522935779816515,0.8478527922149098,4.384791374206543,1.6930011510849
APTOS,MESSIDOR2,fixed_feather,42,2,ExtremelyDark,9,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8291012578540378,4.315216064453125,1.6947675943374634
APTOS,MESSIDOR2,fixed_feather,42,2,Normal,106,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.8447130193125527,4.486302375793457,1.6912786960601807
APTOS,MESSIDOR2,fixed_feather,42,2,VeryBright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8096310496330261,3.635402202606201,1.6336395740509033
APTOS,MESSIDOR2,fixed_feather,42,2,VeryDark,34,0.029411764705882353,0.011428571428571429,0.05714285714285714,0.029411764705882353,0.0,0.029411764705882353,0.8213623113491957,4.394376277923584,1.6835719347000122
APTOS,MESSIDOR2,fixed_feather,42,3,Bright,23,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.7454365167928779,3.2399072647094727,1.4936954975128174
APTOS,MESSIDOR2,fixed_feather,42,3,Dark,20,0.05,0.019047619047619046,0.09523809523809523,0.05,0.0,0.45,0.5584952399134636,2.3068482875823975,1.1618505716323853
APTOS,MESSIDOR2,fixed_feather,42,3,ExtremelyDark,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6071109473705292,2.685610294342041,1.3073501586914062
APTOS,MESSIDOR2,fixed_feather,42,3,Normal,25,0.08,0.029629629629629627,0.14814814814814814,0.08,0.0,0.32,0.5646936303377151,2.6761603355407715,1.2675180435180664
APTOS,MESSIDOR2,fixed_feather,42,3,VeryBright,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4933030903339386,3.777820110321045,1.2926461696624756
APTOS,MESSIDOR2,fixed_feather,42,3,VeryDark,4,0.0,0.0,0.0,0.0,0.0,0.0,0.3771637976169586,2.36529541015625,1.0812486410140991
APTOS,MESSIDOR2,fixed_feather,42,4,Bright,3,0.3333333333333333,0.1,0.5,0.3333333333333333,0.0,0.6666666666666666,0.6051203509171803,2.1086232662200928,0.9753966331481934
APTOS,MESSIDOR2,fixed_feather,42,4,Dark,14,0.14285714285714285,0.05,0.25,0.14285714285714285,0.0,0.42857142857142855,0.6694641730615071,2.8807523250579834,1.2962911128997803
APTOS,MESSIDOR2,fixed_feather,42,4,ExtremelyDark,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6711628198623658,4.692322731018066,1.517950177192688
APTOS,MESSIDOR2,fixed_feather,42,4,Normal,8,0.25,0.08,0.4,0.25,0.0,0.375,0.6406681537628174,3.032805919647217,1.1565818786621094
APTOS,MESSIDOR2,fixed_feather,42,4,VeryDark,5,0.0,0.0,0.0,0.0,0.0,0.2,0.666821300983429,3.5332159996032715,1.3378992080688477
