source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
EYEPACS,MESSIDOR2,no_mask,2024,0,Bright,117,0.7264957264957265,0.1683168316831683,0.8415841584158416,0.7264957264957265,0.0,0.9230769230769231,0.23804926133563376,0.8754279017448425,0.4825194180011749
EYEPACS,MESSIDOR2,no_mask,2024,0,Dark,421,0.5201900237529691,0.136875,0.684375,0.5201900237529691,0.0,0.8527315914489311,0.0814725640550645,1.092116355895996,0.6033000349998474
EYEPACS,MESSIDOR2,no_mask,2024,0,ExtremelyDark,84,0.44047619047619047,0.12231404958677686,0.6115702479338843,0.44047619047619047,0.0,0.7619047619047619,0.0842264521689642,1.2037317752838135,0.6667228937149048
EYEPACS,MESSIDOR2,no_mask,2024,0,Normal,171,0.7076023391812866,0.16575342465753423,0.8287671232876712,0.7076023391812866,0.0,0.9181286549707602,0.2323659925084365,0.9180581569671631,0.49434220790863037
EYEPACS,MESSIDOR2,no_mask,2024,0,VeryBright,4,1.0,0.2,1.0,1.0,,1.0,0.4786060005426407,0.660118818283081,0.3263617753982544
EYEPACS,MESSIDOR2,no_mask,2024,0,VeryDark,220,0.5045454545454545,0.13413897280966766,0.6706948640483383,0.5045454545454545,0.0,0.8045454545454546,0.09940653104673731,1.1946208477020264,0.6412679553031921
EYEPACS,MESSIDOR2,no_mask,2024,1,Bright,76,0.14473684210526316,0.05057471264367817,0.25287356321839083,0.14473684210526316,0.0,0.7763157894736842,0.36884156418474096,1.3277689218521118,0.8248903155326843
EYEPACS,MESSIDOR2,no_mask,2024,1,Dark,86,0.11627906976744186,0.04166666666666667,0.20833333333333334,0.11627906976744186,0.0,0.5348837209302325,0.33847152922562385,1.5178325176239014,0.8299609422683716
EYEPACS,MESSIDOR2,no_mask,2024,1,ExtremelyDark,6,0.16666666666666666,0.05714285714285714,0.2857142857142857,0.16666666666666666,0.0,0.5,0.32426617046197254,1.9382247924804688,0.8714146614074707
EYEPACS,MESSIDOR2,no_mask,2024,1,Normal,70,0.21428571428571427,0.07058823529411765,0.35294117647058826,0.21428571428571427,0.0,0.7,0.24476287173373357,1.3036210536956787,0.7573912739753723
EYEPACS,MESSIDOR2,no_mask,2024,1,VeryBright,6,0.16666666666666666,0.05714285714285714,0.2857142857142857,0.16666666666666666,0.0,0.8333333333333334,0.2853727986415227,1.161468267440796,0.7041115164756775
EYEPACS,MESSIDOR2,no_mask,2024,1,VeryDark,26,0.23076923076923078,0.075,0.375,0.23076923076923078,0.0,0.6538461538461539,0.2300878350551312,1.5681915283203125,0.8294225335121155
EYEPACS,MESSIDOR2,no_mask,2024,2,Bright,87,0.2988505747126437,0.0920353982300885,0.46017699115044247,0.2988505747126437,0.0,0.5977011494252874,0.24490204427776668,1.5269417762756348,0.8260282278060913
EYEPACS,MESSIDOR2,no_mask,2024,2,Dark,109,0.3577981651376147,0.1054054054054054,0.527027027027027,0.3577981651376147,0.0,0.6238532110091743,0.09475859958644307,1.3461350202560425,0.7269284129142761
EYEPACS,MESSIDOR2,no_mask,2024,2,ExtremelyDark,9,0.4444444444444444,0.12307692307692308,0.6153846153846154,0.4444444444444444,0.0,0.7777777777777778,0.31126198172569275,1.2976268529891968,0.7241654992103577
EYEPACS,MESSIDOR2,no_mask,2024,2,Normal,106,0.3584905660377358,0.10555555555555556,0.5277777777777778,0.3584905660377358,0.0,0.6226415094339622,0.09623124872176153,1.3641605377197266,0.7383514046669006
