dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
APTOS,hard_mask,123,hold_out,0,Bright,16,1.0,0.2,,0.035294778645038605,0.03624683618545532,0.0025533996522426605
APTOS,hard_mask,123,hold_out,0,Dark,96,0.9583333333333334,0.19574468085106383,0.0,0.08168084733188152,0.1703936606645584,0.06460674852132797
APTOS,hard_mask,123,hold_out,0,ExtremelyDark,55,0.9454545454545454,0.19439252336448598,0.0,0.09612585360353644,0.20555166900157928,0.0920192077755928
APTOS,hard_mask,123,hold_out,0,Normal,166,0.9879518072289156,0.1987878787878788,0.0,0.06221341225038092,0.09218699485063553,0.024726098403334618
APTOS,hard_mask,123,hold_out,0,VeryDark,27,0.9629629629629629,0.19622641509433963,0.0,0.10235660385202479,0.19859816133975983,0.07819599658250809
APTOS,hard_mask,123,hold_out,1,Bright,4,0.5,0.13333333333333333,0.0,0.5402042269706726,1.7564826011657715,0.872635006904602
APTOS,hard_mask,123,hold_out,1,Dark,36,0.6944444444444444,0.1639344262295082,0.0,0.16877166181802752,0.8190800547599792,0.4634571075439453
APTOS,hard_mask,123,hold_out,1,ExtremelyDark,5,0.0,0.0,0.0,0.6488909721374512,2.10772967338562,1.127407431602478
APTOS,hard_mask,123,hold_out,1,Normal,18,0.4444444444444444,0.12307692307692308,0.0,0.30667759809229106,1.2906948328018188,0.734403669834137
APTOS,hard_mask,123,hold_out,1,VeryDark,11,0.5454545454545454,0.1411764705882353,0.0,0.31951008330691943,0.824292778968811,0.49258530139923096
APTOS,hard_mask,123,hold_out,2,Bright,17,0.9411764705882353,0.19393939393939394,0.0,0.14867195487022397,0.19057059288024902,0.0727284774184227
APTOS,hard_mask,123,hold_out,2,Dark,78,0.8076923076923077,0.17872340425531913,0.0,0.11484686189737076,0.5735791325569153,0.29229333996772766
APTOS,hard_mask,123,hold_out,2,ExtremelyDark,23,1.0,0.2,,0.2453486128993656,0.29342976212501526,0.10319884121417999
APTOS,hard_mask,123,hold_out,2,Normal,54,0.8703703703703703,0.18613861386138614,0.0,0.1458530514328568,0.5320421457290649,0.252875417470932
APTOS,hard_mask,123,hold_out,2,VeryDark,26,0.7307692307692307,0.1688888888888889,0.0,0.2151069239928172,0.7300368547439575,0.4160224497318268
APTOS,hard_mask,123,hold_out,3,Bright,2,0.0,0.0,0.0,0.8233458995819092,3.352802276611328,1.519946813583374
APTOS,hard_mask,123,hold_out,3,Dark,14,0.35714285714285715,0.10526315789473684,0.0,0.37992531486919945,1.6219978332519531,0.8968983292579651
APTOS,hard_mask,123,hold_out,3,ExtremelyDark,6,0.16666666666666666,0.05714285714285714,0.0,0.6301582554976145,2.2098474502563477,1.1769434213638306
APTOS,hard_mask,123,hold_out,3,Normal,9,0.4444444444444444,0.12307692307692308,0.0,0.6195956435468462,1.8304193019866943,0.9385685324668884
APTOS,hard_mask,123,hold_out,3,VeryDark,8,0.375,0.10909090909090909,0.0,0.41068342328071594,1.1382241249084473,0.6687459349632263
APTOS,hard_mask,123,hold_out,4,Bright,2,0.5,0.13333333333333333,0.0,0.6307126432657242,1.342294454574585,0.8397499918937683
APTOS,hard_mask,123,hold_out,4,Dark,25,0.32,0.09696969696969697,0.0,0.3422547286748886,1.479369044303894,0.8340818285942078
APTOS,hard_mask,123,hold_out,4,ExtremelyDark,7,0.14285714285714285,0.05,0.0,0.49303076096943443,1.98825204372406,1.013808012008667
APTOS,hard_mask,123,hold_out,4,Normal,14,0.2857142857142857,0.08888888888888888,0.0,0.4522544507469449,1.853143334388733,1.0093637704849243
APTOS,hard_mask,123,hold_out,4,VeryDark,10,0.6,0.15,0.0,0.20212207734584808,1.029759168624878,0.5612050294876099
