source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
APTOS,MESSIDOR2,fixed_feather,2024,0,Bright,117,1.0,0.2,1.0,1.0,,1.0,0.07173905668095645,0.07902636379003525,0.016458293423056602
APTOS,MESSIDOR2,fixed_feather,2024,0,Dark,421,0.9928741092636579,0.199284862932062,0.9964243146603099,0.9928741092636579,0.0,1.0,0.10093808436053947,0.12478597462177277,0.035158947110176086
APTOS,MESSIDOR2,fixed_feather,2024,0,ExtremelyDark,84,1.0,0.2,1.0,1.0,,1.0,0.09597133029074896,0.10910597443580627,0.028659284114837646
APTOS,MESSIDOR2,fixed_feather,2024,0,Normal,171,0.9941520467836257,0.19941348973607037,0.9970674486803519,0.9941520467836257,0.0,1.0,0.08403789334826998,0.10499132424592972,0.029814260080456734
APTOS,MESSIDOR2,fixed_feather,2024,0,VeryBright,4,1.0,0.2,1.0,1.0,,1.0,0.05092117190361023,0.05239193141460419,0.004199345596134663
APTOS,MESSIDOR2,fixed_feather,2024,0,VeryDark,220,0.990909090909091,0.19908675799086756,0.9954337899543378,0.990909090909091,0.0,1.0,0.10760198682546615,0.13603556156158447,0.04335406422615051
APTOS,MESSIDOR2,fixed_feather,2024,1,Bright,76,0.0,0.0,0.0,0.0,0.0,0.4342105263157895,0.9190108391799424,4.01524543762207,1.8015540838241577
APTOS,MESSIDOR2,fixed_feather,2024,1,Dark,86,0.0,0.0,0.0,0.0,0.0,0.38372093023255816,0.8712739764257919,3.5707075595855713,1.6980946063995361
APTOS,MESSIDOR2,fixed_feather,2024,1,ExtremelyDark,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9165757298469543,4.089980602264404,1.800236701965332
APTOS,MESSIDOR2,fixed_feather,2024,1,Normal,70,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.8916208863258361,4.023690223693848,1.7516738176345825
APTOS,MESSIDOR2,fixed_feather,2024,1,VeryBright,6,0.0,0.0,0.0,0.0,0.0,0.0,0.8716096580028534,4.1339850425720215,1.74131441116333
APTOS,MESSIDOR2,fixed_feather,2024,1,VeryDark,26,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.8729114119823164,3.2335753440856934,1.6533502340316772
APTOS,MESSIDOR2,fixed_feather,2024,2,Bright,87,0.022988505747126436,0.00898876404494382,0.0449438202247191,0.022988505747126436,0.0,0.1724137931034483,0.8321323062496624,4.08878755569458,1.6630789041519165
APTOS,MESSIDOR2,fixed_feather,2024,2,Dark,109,0.009174311926605505,0.0036363636363636364,0.01818181818181818,0.009174311926605505,0.0,0.07339449541284404,0.8561481992039113,4.510321617126465,1.7009499073028564
APTOS,MESSIDOR2,fixed_feather,2024,2,ExtremelyDark,9,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7968192961480882,4.177338600158691,1.6151809692382812
APTOS,MESSIDOR2,fixed_feather,2024,2,Normal,106,0.02830188679245283,0.011009174311926606,0.05504587155963303,0.02830188679245283,0.0,0.16037735849056603,0.7922661775406801,4.308799743652344,1.6194603443145752
APTOS,MESSIDOR2,fixed_feather,2024,2,VeryBright,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6789239943027496,3.0525565147399902,1.4200851917266846
APTOS,MESSIDOR2,fixed_feather,2024,2,VeryDark,34,0.029411764705882353,0.011428571428571429,0.05714285714285714,0.029411764705882353,0.0,0.029411764705882353,0.8214698802022373,4.666106700897217,1.6780807971954346
APTOS,MESSIDOR2,fixed_feather,2024,3,Bright,23,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.6830729660780533,2.582636833190918,1.3394279479980469
APTOS,MESSIDOR2,fixed_feather,2024,3,Dark,20,0.15,0.05217391304347826,0.2608695652173913,0.15,0.0,0.55,0.5459635756909847,2.165731906890869,1.1611852645874023
APTOS,MESSIDOR2,fixed_feather,2024,3,ExtremelyDark,2,0.0,0.0,0.0,0.0,0.0,0.5,0.6177273839712143,2.8366944789886475,1.3467096090316772
APTOS,MESSIDOR2,fixed_feather,2024,3,Normal,25,0.2,0.06666666666666667,0.33333333333333326,0.2,0.0,0.36,0.4580395174026489,2.5055339336395264,1.1780565977096558
APTOS,MESSIDOR2,fixed_feather,2024,3,VeryBright,1,0.0,0.0,0.0,0.0,0.0,0.0,0.41446495056152344,2.8806369304656982,1.2172331809997559
APTOS,MESSIDOR2,fixed_feather,2024,3,VeryDark,4,0.25,0.08,0.4,0.25,0.0,0.25,0.544940635561943,2.050302505493164,1.0119227170944214
APTOS,MESSIDOR2,fixed_feather,2024,4,Bright,3,0.3333333333333333,0.1,0.5,0.3333333333333333,0.0,0.6666666666666666,0.45345109701156616,1.7907315492630005,0.7861683964729309
APTOS,MESSIDOR2,fixed_feather,2024,4,Dark,14,0.07142857142857142,0.026666666666666665,0.13333333333333333,0.07142857142857142,0.0,0.42857142857142855,0.6884281613997051,3.193305492401123,1.3519102334976196
APTOS,MESSIDOR2,fixed_feather,2024,4,ExtremelyDark,5,0.0,0.0,0.0,0.0,0.0,0.2,0.7258300423622132,4.252756118774414,1.570435643196106
APTOS,MESSIDOR2,fixed_feather,2024,4,Normal,8,0.0,0.0,0.0,0.0,0.0,0.125,0.5760144367814064,2.923292636871338,1.1841013431549072
APTOS,MESSIDOR2,fixed_feather,2024,4,VeryDark,5,0.0,0.0,0.0,0.0,0.0,0.2,0.7567750334739685,3.6117305755615234,1.5065062046051025
